pidlink,marstat,age,sex,ever_married,male
276070004,2:Married,36.0,3:Female,1,0
276070005,1:Not yet married,40.0,1:Male,0,1
276070007,1:Not yet married,45.0,1:Male,0,1
276070010,2:Married,35.0,1:Male,1,1
276080001,2:Married,62.0,1:Male,1,1
276080002,2:Married,58.0,3:Female,1,0
276080003,2:Married,35.0,1:Male,1,1
276080004,2:Married,33.0,3:Female,1,0
276080006,2:Married,28.0,3:Female,1,0
276081108,2:Married,41.0,1:Male,1,1
276084103,2:Married,28.0,3:Female,1,0
276084203,2:Married,29.0,1:Male,1,1
276090001,2:Married,62.0,1:Male,1,1
276090002,2:Married,55.0,3:Female,1,0
276090005,2:Married,34.0,3:Female,1,0
276090006,2:Married,29.0,3:Female,1,0
276090007,1:Not yet married,27.0,1:Male,0,1
276090008,1:Not yet married,25.0,3:Female,0,0
276095103,2:Married,28.0,1:Male,1,1
276100002,5:Widowed,58.0,3:Female,1,0
276100003,2:Married,39.0,1:Male,1,1
276100004,2:Married,35.0,1:Male,1,1
276100006,1:Not yet married,26.0,1:Male,0,1
276100008,1:Not yet married,18.0,3:Female,0,0
276103103,2:Married,25.0,3:Female,1,0
276104102,2:Married,32.0,3:Female,1,0
276110001,2:Married,55.0,1:Male,1,1
276110002,2:Married,55.0,3:Female,1,0
276110004,2:Married,33.0,1:Male,1,1
276110005,2:Married,28.0,3:Female,1,0
276110006,2:Married,22.0,3:Female,1,0
276110008,2:Married,56.0,3:Female,1,0
276110009,2:Married,24.0,3:Female,1,0
276110011,2:Married,25.0,1:Male,1,1
276110013,1:Not yet married,17.0,3:Female,0,0
276111102,2:Married,32.0,1:Male,1,1
276115102,2:Married,28.0,3:Female,1,0
276115201,2:Married,31.0,1:Male,1,1
276115301,2:Married,36.0,1:Male,1,1
276120001,2:Married,62.0,1:Male,1,1
276120002,2:Married,51.0,3:Female,1,0
276120004,2:Married,30.0,3:Female,1,0
276120005,1:Not yet married,20.0,1:Male,0,1
276120007,1:Not yet married,18.0,3:Female,0,0
276125101,2:Married,31.0,1:Male,1,1
276130001,2:Married,49.0,1:Male,1,1
276130002,2:Married,46.0,3:Female,1,0
276130003,2:Married,27.0,3:Female,1,0
276130004,2:Married,25.0,3:Female,1,0
276130005,1:Not yet married,23.0,1:Male,0,1
276130006,1:Not yet married,21.0,1:Male,0,1
276130007,5:Widowed,80.0,3:Female,1,0
276130008,1:Not yet married,15.0,3:Female,0,0
276135102,2:Married,36.0,1:Male,1,1
276135201,2:Married,28.0,1:Male,1,1
276140003,4:Divorced,56.0,3:Female,1,0
276140004,2:Married,33.0,3:Female,1,0
276140005,2:Married,24.0,3:Female,1,0
276141108,1:Not yet married,15.0,1:Male,0,1
276143105,2:Married,31.0,1:Male,1,1
276150002,5:Widowed,58.0,3:Female,1,0
276150003,2:Married,39.0,1:Male,1,1
276150004,2:Married,34.0,3:Female,1,0
276150005,2:Married,32.0,3:Female,1,0
276150008,1:Not yet married,16.0,3:Female,0,0
276150009,2:Married,41.0,3:Female,1,0
276154102,2:Married,35.0,3:Female,1,0
276154301,2:Married,42.0,1:Male,1,1
276155101,2:Married,43.0,1:Male,1,1
276160001,2:Married,55.0,1:Male,1,1
276160004,2:Married,40.0,3:Female,1,0
276170001,2:Married,62.0,1:Male,1,1
276170002,2:Married,56.0,3:Female,1,0
276170003,2:Married,38.0,1:Male,1,1
276170004,1:Not yet married,34.0,1:Male,0,1
276170005,1:Not yet married,31.0,3:Female,0,0
276170006,2:Married,30.0,1:Male,1,1
276170007,1:Not yet married,25.0,1:Male,0,1
276173102,2:Married,37.0,3:Female,1,0
276173103,1:Not yet married,15.0,1:Male,0,1
276175102,2:Married,29.0,3:Female,1,0
276180002,5:Widowed,76.0,3:Female,1,0
276180003,2:Married,47.0,1:Male,1,1
276180005,2:Married,36.0,1:Male,1,1
276180007,2:Married,35.0,3:Female,1,0
276183102,2:Married,43.0,3:Female,1,0
276183103,1:Not yet married,20.0,1:Male,0,1
276190001,2:Married,50.0,1:Male,1,1
276190002,2:Married,40.0,3:Female,1,0
276190004,1:Not yet married,51.0,1:Male,0,1
276190005,5:Widowed,38.0,3:Female,1,0
276190006,4:Divorced,43.0,3:Female,1,0
276190007,1:Not yet married,20.0,3:Female,0,0
276190008,1:Not yet married,18.0,3:Female,0,0
276190009,5:Widowed,63.0,3:Female,1,0
276193102,1:Not yet married,16.0,3:Female,0,0
276194103,1:Not yet married,16.0,1:Male,0,1
276200001,2:Married,70.0,1:Male,1,1
276200002,2:Married,69.0,3:Female,1,0
276200003,2:Married,41.0,3:Female,1,0
276200004,1:Not yet married,42.0,3:Female,0,0
276200005,2:Married,39.0,1:Male,1,1
276200006,1:Not yet married,36.0,1:Male,0,1
276201103,2:Married,36.0,1:Male,1,1
277010003,2:Married,38.0,3:Female,1,0
277010004,2:Married,22.0,3:Female,1,0
277010005,2:Married,21.0,3:Female,1,0
277010006,2:Married,24.0,1:Male,1,1
277012101,2:Married,40.0,1:Male,1,1
277015101,2:Married,23.0,1:Male,1,1
277020001,2:Married,69.0,1:Male,1,1
277020002,4:Divorced,54.0,3:Female,1,0
277020004,2:Married,25.0,1:Male,1,1
277020005,2:Married,28.0,3:Female,1,0
277020006,2:Married,19.0,3:Female,1,0
277020007,2:Married,41.0,3:Female,1,0
277022105,2:Married,31.0,1:Male,1,1
277024102,2:Married,27.0,3:Female,1,0
277025101,2:Married,31.0,1:Male,1,1
277030001,2:Married,56.0,1:Male,1,1
277030002,2:Married,53.0,3:Female,1,0
277030003,2:Married,30.0,1:Male,1,1
277030004,2:Married,27.0,3:Female,1,0
277030005,1:Not yet married,25.0,1:Male,0,1
277034101,2:Married,31.0,1:Male,1,1
277035102,2:Married,28.0,3:Female,1,0
277040002,5:Widowed,48.0,3:Female,1,0
277040003,2:Married,41.0,1:Male,1,1
277040004,2:Married,35.0,1:Male,1,1
277040005,2:Married,30.0,1:Male,1,1
277040006,5:Widowed,91.0,3:Female,1,0
277040008,2:Married,37.0,3:Female,1,0
277045102,2:Married,35.0,3:Female,1,0
277045103,1:Not yet married,16.0,3:Female,0,0
277045202,2:Married,18.0,3:Female,1,0
277050001,2:Married,47.0,1:Male,1,1
277050002,2:Married,48.0,3:Female,1,0
277050003,2:Married,28.0,1:Male,1,1
277050004,2:Married,27.0,1:Male,1,1
277050005,2:Married,24.0,3:Female,1,0
277050007,1:Not yet married,15.0,1:Male,0,1
277050008,2:Married,18.0,3:Female,1,0
277050009,2:Married,26.0,3:Female,1,0
277055101,2:Married,38.0,1:Male,1,1
277060001,2:Married,53.0,1:Male,1,1
277060002,2:Married,42.0,3:Female,1,0
277060004,2:Married,22.0,3:Female,1,0
277070001,2:Married,65.0,1:Male,1,1
277070002,2:Married,64.0,3:Female,1,0
277070003,2:Married,33.0,3:Female,1,0
277070004,2:Married,30.0,1:Male,1,1
277070005,1:Not yet married,27.0,1:Male,0,1
277070007,1:Not yet married,24.0,1:Male,0,1
277070009,5:Widowed,50.0,3:Female,1,0
277070011,2:Married,36.0,1:Male,1,1
277070012,2:Married,32.0,3:Female,1,0
277070013,1:Not yet married,15.0,1:Male,0,1
277073101,2:Married,42.0,1:Male,1,1
277075202,2:Married,31.0,3:Female,1,0
277080003,2:Married,46.0,1:Male,1,1
277080006,5:Widowed,29.0,3:Female,1,0
277083102,2:Married,36.0,3:Female,1,0
277083103,1:Not yet married,15.0,3:Female,0,0
277083105,1:Not yet married,18.0,3:Female,0,0
277090001,2:Married,66.0,1:Male,1,1
277090002,2:Married,57.0,3:Female,1,0
277090003,2:Married,34.0,3:Female,1,0
277090004,2:Married,32.0,1:Male,1,1
277090005,5:Widowed,27.0,3:Female,1,0
277090007,1:Not yet married,19.0,1:Male,0,1
277090010,2:Married,23.0,3:Female,1,0
277092101,2:Married,36.0,1:Male,1,1
277092104,1:Not yet married,15.0,3:Female,0,0
277094101,4:Divorced,32.0,1:Male,1,1
277100001,5:Widowed,60.0,1:Male,1,1
277100004,2:Married,32.0,1:Male,1,1
277100007,2:Married,30.0,3:Female,1,0
277104101,2:Married,35.0,1:Male,1,1
277110001,2:Married,48.0,1:Male,1,1
277110002,2:Married,46.0,3:Female,1,0
277110003,4:Divorced,32.0,3:Female,1,0
277110004,2:Married,26.0,1:Male,1,1
277110005,5:Widowed,96.0,3:Female,1,0
277114101,4:Divorced,40.0,1:Male,1,1
277115102,2:Married,24.0,3:Female,1,0
277120001,2:Married,56.0,1:Male,1,1
277120002,4:Divorced,62.0,3:Female,1,0
277120003,2:Married,37.0,3:Female,1,0
277120007,2:Married,34.0,3:Female,1,0
277120009,1:Not yet married,18.0,3:Female,0,0
277120011,2:Married,32.0,3:Female,1,0
277124101,2:Married,37.0,1:Male,1,1
277125201,2:Married,41.0,1:Male,1,1
277125203,1:Not yet married,19.0,3:Female,0,0
277130001,2:Married,62.0,1:Male,1,1
277130002,2:Married,51.0,3:Female,1,0
277130004,2:Married,25.0,1:Male,1,1
277130005,2:Married,35.0,3:Female,1,0
277130006,2:Married,35.0,3:Female,1,0
277130007,2:Married,20.0,3:Female,1,0
277130011,2:Married,18.0,3:Female,1,0
277132101,2:Married,39.0,1:Male,1,1
277132103,1:Not yet married,15.0,1:Male,0,1
277132201,2:Married,46.0,1:Male,1,1
277134102,2:Married,22.0,1:Male,1,1
277140003,5:Widowed,51.0,3:Female,1,0
277140004,1:Not yet married,45.0,3:Female,0,0
277140006,2:Married,41.0,1:Male,1,1
277140007,2:Married,39.0,1:Male,1,1
277140008,2:Married,33.0,1:Male,1,1
277140009,2:Married,36.0,1:Male,1,1
277140011,1:Not yet married,28.0,3:Female,0,0
277140012,2:Married,37.0,3:Female,1,0
277140013,4:Divorced,42.0,3:Female,1,0
277140014,2:Married,26.0,3:Female,1,0
277140016,2:Married,28.0,3:Female,1,0
277141102,2:Married,34.0,3:Female,1,0
277143102,2:Married,41.0,3:Female,1,0
277143103,1:Not yet married,15.0,3:Female,0,0
277143203,1:Not yet married,16.0,3:Female,0,0
277143204,1:Not yet married,17.0,1:Male,0,1
277144102,2:Married,39.0,3:Female,1,0
277144103,1:Not yet married,16.0,1:Male,0,1
277145103,1:Not yet married,18.0,1:Male,0,1
277145104,1:Not yet married,15.0,3:Female,0,0
277160001,2:Married,50.0,1:Male,1,1
277160002,2:Married,48.0,3:Female,1,0
277160003,2:Married,27.0,3:Female,1,0
277165101,2:Married,28.0,1:Male,1,1
277180001,5:Widowed,82.0,1:Male,1,1
277180003,2:Married,41.0,1:Male,1,1
277180004,1:Not yet married,38.0,3:Female,0,0
277180005,1:Not yet married,30.0,3:Female,0,0
277180006,1:Not yet married,26.0,1:Male,0,1
277180007,2:Married,33.0,3:Female,1,0
277190001,2:Married,38.0,1:Male,1,1
277190002,2:Married,35.0,3:Female,1,0
277190003,4:Divorced,21.0,3:Female,1,0
277190004,2:Married,18.0,3:Female,1,0
277190005,1:Not yet married,15.0,3:Female,0,0
277195201,2:Married,25.0,1:Male,1,1
278010004,2:Married,44.0,1:Male,1,1
278010005,5:Widowed,39.0,3:Female,1,0
278010006,1:Not yet married,36.0,1:Male,0,1
278010009,1:Not yet married,21.0,1:Male,0,1
278010010,1:Not yet married,17.0,1:Male,0,1
278013102,2:Married,31.0,3:Female,1,0
278013103,1:Not yet married,16.0,3:Female,0,0
278020001,2:Married,60.0,1:Male,1,1
278020002,2:Married,59.0,3:Female,1,0
278020003,2:Married,40.0,1:Male,1,1
278020005,2:Married,39.0,3:Female,1,0
278020006,2:Married,35.0,3:Female,1,0
278020008,2:Married,31.0,1:Male,1,1
278020009,2:Married,28.0,1:Male,1,1
278020010,1:Not yet married,25.0,3:Female,0,0
278020011,1:Not yet married,16.0,3:Female,0,0
278024102,2:Married,35.0,3:Female,1,0
278025102,2:Married,27.0,3:Female,1,0
278025202,2:Married,29.0,3:Female,1,0
278030001,2:Married,66.0,1:Male,1,1
278030002,2:Married,57.0,3:Female,1,0
278030003,2:Married,30.0,1:Male,1,1
278030005,2:Married,42.0,1:Male,1,1
278030006,2:Married,37.0,3:Female,1,0
278031102,5:Widowed,69.0,3:Female,1,0
278031103,2:Married,34.0,1:Male,1,1
278031104,1:Not yet married,32.0,3:Female,0,0
278031107,2:Married,29.0,3:Female,1,0
278033102,2:Married,41.0,3:Female,1,0
278033103,1:Not yet married,16.0,1:Male,0,1
278035102,2:Married,30.0,3:Female,1,0
278035201,2:Married,34.0,1:Male,1,1
278040001,2:Married,53.0,1:Male,1,1
278040002,2:Married,44.0,3:Female,1,0
278040003,1:Not yet married,23.0,1:Male,0,1
278060001,2:Married,68.0,1:Male,1,1
278060002,2:Married,67.0,3:Female,1,0
278060003,2:Married,43.0,1:Male,1,1
278060004,2:Married,39.0,1:Male,1,1
278060005,2:Married,35.0,1:Male,1,1
278060009,2:Married,39.0,3:Female,1,0
278060010,2:Married,19.0,3:Female,1,0
278060014,1:Not yet married,17.0,3:Female,0,0
278060015,2:Married,29.0,3:Female,1,0
278060016,2:Married,33.0,1:Male,1,1
278063102,2:Married,37.0,3:Female,1,0
278063103,1:Not yet married,17.0,1:Male,0,1
278063206,2:Married,44.0,1:Male,1,1
278063208,1:Not yet married,20.0,1:Male,0,1
278065102,2:Married,34.0,3:Female,1,0
278065202,2:Married,30.0,3:Female,1,0
278070001,5:Widowed,65.0,1:Male,1,1
278070004,1:Not yet married,33.0,3:Female,0,0
278070005,2:Married,44.0,1:Male,1,1
278073102,2:Married,43.0,3:Female,1,0
278080001,2:Married,56.0,1:Male,1,1
278080002,2:Married,52.0,3:Female,1,0
278080003,2:Married,27.0,3:Female,1,0
278080004,1:Not yet married,23.0,1:Male,0,1
278080005,2:Married,50.0,3:Female,1,0
278080007,1:Not yet married,16.0,1:Male,0,1
278083101,2:Married,55.0,1:Male,1,1
278090003,2:Married,47.0,3:Female,1,0
278090006,2:Married,49.0,1:Male,1,1
278090007,2:Married,31.0,1:Male,1,1
278090008,1:Not yet married,30.0,1:Male,0,1
278090009,1:Not yet married,21.0,3:Female,0,0
278090012,2:Married,31.0,3:Female,1,0
278100002,5:Widowed,71.0,3:Female,1,0
278100003,2:Married,43.0,1:Male,1,1
278100004,2:Married,36.0,1:Male,1,1
278100006,2:Married,27.0,3:Female,1,0
278103102,2:Married,39.0,3:Female,1,0
278120003,2:Married,47.0,1:Male,1,1
278120004,2:Married,46.0,3:Female,1,0
278120005,2:Married,43.0,3:Female,1,0
278120006,2:Married,38.0,1:Male,1,1
278120007,2:Married,44.0,3:Female,1,0
278120008,1:Not yet married,22.0,3:Female,0,0
278120010,2:Married,32.0,3:Female,1,0
278123104,1:Not yet married,19.0,1:Male,0,1
278123201,2:Married,45.0,1:Male,1,1
278123203,1:Not yet married,19.0,3:Female,0,0
278123204,1:Not yet married,15.0,1:Male,0,1
278124101,2:Married,57.0,1:Male,1,1
278124103,1:Not yet married,17.0,1:Male,0,1
278150002,5:Widowed,64.0,3:Female,1,0
278150008,2:Married,50.0,3:Female,1,0
278153301,2:Married,52.0,1:Male,1,1
278153304,1:Not yet married,18.0,3:Female,0,0
278153305,1:Not yet married,16.0,1:Male,0,1
278154101,2:Married,38.0,1:Male,1,1
278160002,2:Married,43.0,1:Male,1,1
278160003,2:Married,42.0,3:Female,1,0
278160004,1:Not yet married,17.0,1:Male,0,1
278180001,2:Married,39.0,3:Female,1,0
278180003,2:Married,18.0,3:Female,1,0
278185103,2:Married,19.0,1:Male,1,1
278200001,2:Married,52.0,1:Male,1,1
278200002,2:Married,46.0,3:Female,1,0
278200003,1:Not yet married,24.0,1:Male,0,1
278200006,1:Not yet married,16.0,1:Male,0,1
279010002,1:Not yet married,46.0,1:Male,0,1
279010003,2:Married,46.0,1:Male,1,1
279010004,2:Married,42.0,3:Female,1,0
279010005,1:Not yet married,17.0,1:Male,0,1
279010006,1:Not yet married,15.0,1:Male,0,1
279020001,5:Widowed,71.0,1:Male,1,1
279020003,1:Not yet married,27.0,1:Male,0,1
279030002,5:Widowed,66.0,3:Female,1,0
279030003,2:Married,45.0,1:Male,1,1
279030004,1:Not yet married,36.0,1:Male,0,1
279030005,1:Not yet married,36.0,1:Male,0,1
279030006,2:Married,32.0,3:Female,1,0
279030007,2:Married,29.0,1:Male,1,1
279030008,4:Divorced,25.0,3:Female,1,0
279030009,2:Married,31.0,3:Female,1,0
279033205,2:Married,22.0,3:Female,1,0
279035101,2:Married,25.0,1:Male,1,1
279040001,5:Widowed,72.0,1:Male,1,1
279040003,2:Married,39.0,1:Male,1,1
279040004,2:Married,37.0,3:Female,1,0
279040005,1:Not yet married,34.0,1:Male,0,1
279040006,2:Married,21.0,3:Female,1,0
279043101,2:Married,44.0,1:Male,1,1
279050001,2:Married,53.0,1:Male,1,1
279050002,2:Married,49.0,3:Female,1,0
279050003,2:Married,28.0,3:Female,1,0
279050004,2:Married,23.0,3:Female,1,0
279050005,2:Married,22.0,3:Female,1,0
279050006,1:Not yet married,16.0,3:Female,0,0
279055101,2:Married,26.0,1:Male,1,1
279055201,2:Married,29.0,1:Male,1,1
279055301,2:Married,29.0,1:Male,1,1
279060001,2:Married,47.0,1:Male,1,1
279060003,1:Not yet married,19.0,3:Female,0,0
279060004,1:Not yet married,15.0,3:Female,0,0
279060006,2:Married,31.0,3:Female,1,0
279070001,2:Married,48.0,1:Male,1,1
279070002,2:Married,45.0,3:Female,1,0
279070003,1:Not yet married,26.0,1:Male,0,1
279080001,5:Widowed,79.0,3:Female,1,0
279090002,4:Divorced,63.0,3:Female,1,0
279090003,2:Married,39.0,3:Female,1,0
279090005,2:Married,27.0,3:Female,1,0
279090006,2:Married,23.0,3:Female,1,0
279090007,5:Widowed,54.0,3:Female,1,0
279092103,2:Married,29.0,1:Male,1,1
279095101,2:Married,30.0,1:Male,1,1
279095201,2:Married,34.0,1:Male,1,1
279100001,2:Married,71.0,1:Male,1,1
279100002,2:Married,46.0,3:Female,1,0
279100003,1:Not yet married,33.0,3:Female,0,0
279100004,2:Married,29.0,1:Male,1,1
279100005,1:Not yet married,21.0,1:Male,0,1
279100006,1:Not yet married,23.0,3:Female,0,0
279100008,1:Not yet married,16.0,3:Female,0,0
279105102,2:Married,27.0,3:Female,1,0
279110001,5:Widowed,61.0,3:Female,1,0
279110003,2:Married,37.0,3:Female,1,0
279110004,4:Divorced,34.0,1:Male,1,1
279110005,2:Married,33.0,1:Male,1,1
279110006,2:Married,30.0,3:Female,1,0
279110007,2:Married,28.0,3:Female,1,0
279114103,2:Married,34.0,1:Male,1,1
279114202,2:Married,31.0,3:Female,1,0
279115101,2:Married,29.0,1:Male,1,1
279115201,2:Married,31.0,1:Male,1,1
279120002,4:Divorced,67.0,3:Female,1,0
279120003,2:Married,38.0,3:Female,1,0
279120005,2:Married,30.0,3:Female,1,0
279120006,2:Married,42.0,3:Female,1,0
279120008,1:Not yet married,18.0,1:Male,0,1
279120011,1:Not yet married,15.0,1:Male,0,1
279120014,2:Married,43.0,1:Male,1,1
279121102,5:Widowed,61.0,3:Female,1,0
279121103,2:Married,24.0,1:Male,1,1
279121104,2:Married,18.0,3:Female,1,0
279123203,2:Married,49.0,1:Male,1,1
279125101,2:Married,26.0,1:Male,1,1
279130002,5:Widowed,55.0,3:Female,1,0
279130003,1:Not yet married,35.0,3:Female,0,0
279130004,1:Not yet married,32.0,3:Female,0,0
279130005,2:Married,30.0,3:Female,1,0
279130006,2:Married,27.0,1:Male,1,1
279130007,1:Not yet married,24.0,3:Female,0,0
279130008,1:Not yet married,20.0,1:Male,0,1
279130009,1:Not yet married,17.0,3:Female,0,0
279130010,4:Divorced,37.0,1:Male,1,1
279130011,1:Not yet married,15.0,1:Male,0,1
279130012,2:Married,23.0,3:Female,1,0
279135201,2:Married,32.0,1:Male,1,1
279140001,2:Married,53.0,3:Female,1,0
279140002,2:Married,37.0,1:Male,1,1
279140003,2:Married,36.0,3:Female,1,0
279140004,1:Not yet married,16.0,1:Male,0,1
279143101,2:Married,69.0,1:Male,1,1
279150002,5:Widowed,87.0,3:Female,1,0
279150003,2:Married,40.0,3:Female,1,0
279150004,2:Married,36.0,3:Female,1,0
279150005,2:Married,33.0,1:Male,1,1
279150006,2:Married,19.0,3:Female,1,0
279150007,1:Not yet married,19.0,3:Female,0,0
279150008,2:Married,28.0,3:Female,1,0
279152103,2:Married,41.0,1:Male,1,1
279152201,2:Married,53.0,1:Male,1,1
279152203,1:Not yet married,18.0,1:Male,0,1
279152205,1:Not yet married,15.0,1:Male,0,1
279155101,2:Married,24.0,1:Male,1,1
279160001,2:Married,61.0,1:Male,1,1
279160002,2:Married,57.0,3:Female,1,0
279160003,2:Married,37.0,1:Male,1,1
279160004,2:Married,37.0,3:Female,1,0
279160005,2:Married,31.0,3:Female,1,0
279160006,2:Married,28.0,1:Male,1,1
279160007,1:Not yet married,26.0,3:Female,0,0
279160008,1:Not yet married,23.0,1:Male,0,1
279160009,1:Not yet married,21.0,1:Male,0,1
279160010,1:Not yet married,18.0,3:Female,0,0
279161101,2:Married,44.0,1:Male,1,1
279161103,1:Not yet married,18.0,1:Male,0,1
279165102,2:Married,31.0,3:Female,1,0
279165201,2:Married,36.0,1:Male,1,1
279165302,2:Married,37.0,3:Female,1,0
279170001,5:Widowed,69.0,1:Male,1,1
279170002,2:Married,32.0,1:Male,1,1
279170003,2:Married,29.0,3:Female,1,0
279170005,4:Divorced,36.0,3:Female,1,0
279173103,2:Married,33.0,3:Female,1,0
279174101,2:Married,33.0,1:Male,1,1
279180003,2:Married,49.0,1:Male,1,1
279180004,2:Married,41.0,3:Female,1,0
279180006,1:Not yet married,18.0,3:Female,0,0
279190002,5:Widowed,63.0,3:Female,1,0
279190003,2:Married,35.0,3:Female,1,0
279190004,2:Married,32.0,3:Female,1,0
279190005,2:Married,23.0,3:Female,1,0
279192101,2:Married,38.0,1:Male,1,1
279192203,1:Not yet married,15.0,3:Female,0,0
279193101,2:Married,37.0,1:Male,1,1
279195101,2:Married,27.0,1:Male,1,1
279200002,5:Widowed,77.0,3:Female,1,0
279200003,2:Married,48.0,3:Female,1,0
279200004,2:Married,42.0,1:Male,1,1
279200005,2:Married,32.0,3:Female,1,0
279200006,2:Married,26.0,3:Female,1,0
279200007,2:Married,42.0,3:Female,1,0
279200009,2:Married,37.0,1:Male,1,1
279200010,2:Married,28.0,3:Female,1,0
279201103,1:Not yet married,17.0,3:Female,0,0
279201104,1:Not yet married,16.0,1:Male,0,1
279202101,2:Married,57.0,1:Male,1,1
279202106,1:Not yet married,20.0,3:Female,0,0
279202107,1:Not yet married,15.0,1:Male,0,1
279203101,2:Married,42.0,1:Male,1,1
279204101,2:Married,33.0,1:Male,1,1
279205101,5:Widowed,54.0,3:Female,1,0
279210001,2:Married,53.0,1:Male,1,1
279210002,2:Married,49.0,3:Female,1,0
279210003,2:Married,26.0,3:Female,1,0
279210004,2:Married,24.0,3:Female,1,0
279210005,1:Not yet married,21.0,1:Male,0,1
279210007,1:Not yet married,15.0,1:Male,0,1
279214101,2:Married,36.0,1:Male,1,1
279215101,2:Married,25.0,1:Male,1,1
279230001,2:Married,49.0,1:Male,1,1
279230002,2:Married,46.0,3:Female,1,0
279230003,2:Married,28.0,3:Female,1,0
279230004,2:Married,26.0,3:Female,1,0
279230005,1:Not yet married,23.0,3:Female,0,0
279230006,1:Not yet married,17.0,1:Male,0,1
279230007,1:Not yet married,16.0,1:Male,0,1
279235101,2:Married,30.0,1:Male,1,1
279235201,2:Married,29.0,1:Male,1,1
279240001,2:Married,71.0,1:Male,1,1
279240002,2:Married,63.0,3:Female,1,0
279240003,2:Married,36.0,3:Female,1,0
279240004,1:Not yet married,33.0,1:Male,0,1
279240006,2:Married,25.0,3:Female,1,0
279243101,2:Married,45.0,1:Male,1,1
279245101,2:Married,26.0,1:Male,1,1
279250003,2:Married,25.0,1:Male,1,1
279260001,2:Married,51.0,3:Female,1,0
279260002,2:Married,34.0,3:Female,1,0
279260003,2:Married,29.0,1:Male,1,1
279260004,2:Married,26.0,1:Male,1,1
279260005,1:Not yet married,23.0,1:Male,0,1
279260006,2:Married,47.0,3:Female,1,0
279260008,2:Married,59.0,1:Male,1,1
279260009,2:Married,30.0,3:Female,1,0
279261101,2:Married,49.0,1:Male,1,1
279261103,1:Not yet married,18.0,3:Female,0,0
279262101,2:Married,35.0,1:Male,1,1
279262103,1:Not yet married,15.0,3:Female,0,0
279265102,2:Married,20.0,3:Female,1,0
279270001,2:Married,96.0,1:Male,1,1
279270002,2:Married,95.0,3:Female,1,0
279270005,2:Married,40.0,1:Male,1,1
279270006,2:Married,27.0,3:Female,1,0
279280002,5:Widowed,50.0,3:Female,1,0
279280003,2:Married,32.0,1:Male,1,1
279280004,1:Not yet married,31.0,1:Male,0,1
279280005,2:Married,25.0,3:Female,1,0
279280007,2:Married,18.0,3:Female,1,0
279280008,1:Not yet married,21.0,3:Female,0,0
279280009,1:Not yet married,15.0,3:Female,0,0
279285102,2:Married,30.0,3:Female,1,0
279285201,2:Married,25.0,1:Male,1,1
279285301,2:Married,21.0,1:Male,1,1
279290002,5:Widowed,56.0,3:Female,1,0
279290004,2:Married,31.0,1:Male,1,1
279290005,2:Married,27.0,3:Female,1,0
279290006,2:Married,17.0,3:Female,1,0
279290007,2:Married,30.0,1:Male,1,1
279295102,2:Married,34.0,3:Female,1,0
279295301,2:Married,22.0,1:Male,1,1
279300002,5:Widowed,81.0,3:Female,1,0
279300004,1:Not yet married,22.0,1:Male,0,1
280010001,2:Married,60.0,1:Male,1,1
280010002,2:Married,53.0,3:Female,1,0
280010003,5:Widowed,39.0,3:Female,1,0
280010004,2:Married,36.0,3:Female,1,0
280010007,2:Married,31.0,1:Male,1,1
280010008,2:Married,25.0,1:Male,1,1
280010010,1:Not yet married,16.0,1:Male,0,1
280015101,2:Married,27.0,1:Male,1,1
280015302,2:Married,22.0,3:Female,1,0
280020002,5:Widowed,66.0,3:Female,1,0
280020004,2:Married,31.0,1:Male,1,1
280020005,2:Married,28.0,1:Male,1,1
280020006,1:Not yet married,25.0,1:Male,0,1
280020008,2:Married,18.0,3:Female,1,0
280020010,5:Widowed,100.0,1:Male,1,1
280024102,2:Married,23.0,3:Female,1,0
280025102,2:Married,23.0,3:Female,1,0
280025201,2:Married,28.0,1:Male,1,1
280030001,2:Married,71.0,1:Male,1,1
280030002,2:Married,61.0,3:Female,1,0
280030004,2:Married,36.0,1:Male,1,1
280030005,2:Married,32.0,3:Female,1,0
280030006,2:Married,27.0,1:Male,1,1
280030007,2:Married,25.0,3:Female,1,0
280030008,1:Not yet married,21.0,3:Female,0,0
280034304,2:Married,41.0,1:Male,1,1
280035102,2:Married,19.0,3:Female,1,0
280040001,5:Widowed,78.0,1:Male,1,1
280040003,4:Divorced,35.0,3:Female,1,0
280050001,2:Married,66.0,1:Male,1,1
280050002,2:Married,45.0,3:Female,1,0
280050003,2:Married,28.0,1:Male,1,1
280050004,2:Married,23.0,3:Female,1,0
280050005,1:Not yet married,20.0,1:Male,0,1
280055102,2:Married,21.0,3:Female,1,0
280055201,2:Married,26.0,1:Male,1,1
280060001,2:Married,45.0,1:Male,1,1
280060002,2:Married,39.0,3:Female,1,0
280060003,4:Divorced,69.0,3:Female,1,0
280070001,2:Married,58.0,1:Male,1,1
280070002,2:Married,54.0,3:Female,1,0
280070003,2:Married,34.0,3:Female,1,0
280070005,2:Married,43.0,1:Male,1,1
280073102,2:Married,28.0,1:Male,1,1
280073203,2:Married,40.0,3:Female,1,0
280080001,2:Married,62.0,1:Male,1,1
280080002,2:Married,62.0,3:Female,1,0
280080003,2:Married,30.0,3:Female,1,0
280080004,1:Not yet married,29.0,3:Female,0,0
280090001,5:Widowed,61.0,1:Male,1,1
280090003,2:Married,37.0,1:Male,1,1
280090004,2:Married,35.0,1:Male,1,1
